Cost_ID,Date,Department,City,Cost_Type,Cost_Amount,Budget_Amount,Employee_ID,Approved_By,Cost_Center_Code,Fiscal_Quarter,Fiscal_Year,Is_Recurring,Notes,Currency
CST005898,2022-02-21,Operations,Tanta,Insurance,26119.19,3081.6,E0141,MGR5,CC026,Q1,2023,True,,
CST005899,2023-08-04,Marketing,Alexandria,Depreciation,4622.92,2691.32,E0022,MGR2,CC025,Q2,2024,True,,EGP
CST005900,2024-10-07,Sales,Aswan,COGS,8915.12,3769.73,E0158,MGR7,CC027,Q4,2023,True,Note_74,EUR
CST005901,2022-05-28,Customer Service,Suez,Depreciation,1885.22,3025.44,E0047,MGR9,CC008,Q3,2022,True,Note_4,EGP
CST005902,2021-01-31,IT,Mansoura,Maintenance,2316.73,38133.2,E0180,MGR11,CC014,Q4,2024,True,Note_85,EGP
CST005903,2021-09-23,HR,Cairo,Insurance,5506.78,11647.4,E0016,MGR16,CC019,Q3,2021,True,Note_31,EGP
CST005904,2024-09-13,Logistics,Tanta,Maintenance,2687.02,46321.88,E0061,MGR6,CC018,Q2,2021,False,,EGP
CST005905,2021-09-27,Customer Service,Aswan,Marketing,4297.02,1818.58,E0009,MGR15,CC006,Q4,2022,True,,
CST005906,2023-05-16,Marketing,Asyut,Marketing,10578.86,38877.27,E0083,MGR2,CC021,Q4,2023,False,Note_35,
CST005907,2024-05-21,Marketing,Tanta,Depreciation,13219.52,10015.58,E0160,MGR16,CC015,Q4,2021,True,Note_28,EGP
CST005908,2023-06-13,Operations,Luxor,COGS,2649.46,4267.78,E0007,MGR16,CC004,Q1,2023,False,,USD
CST005909,2022-10-16,Sales,Cairo,Marketing,7671.53,18332.4,E0121,MGR12,CC025,Q1,2021,True,Note_63,EGP
CST005910,2022-03-19,HR,Tanta,COGS,27703.72,12068.98,E0007,MGR12,CC028,Q2,2021,True,Note_87,EGP
CST005911,2024-01-24,Customer Service,Luxor,Salaries,7998.78,22676.03,E0079,MGR4,CC006,Q1,2022,False,,EGP
CST005912,2021-07-28,Marketing,Alexandria,COGS,1057.52,24677.27,E0022,MGR19,CC003,Q3,2022,True,,
CST005913,2024-12-01,HR,Asyut,COGS,3622.58,19651.29,E0107,MGR6,CC002,Q4,2021,True,,EGP
CST005914,2022-12-08,Customer Service,Port Said,Depreciation,2116.34,27534.6,E0068,MGR20,CC023,Q1,2021,False,,EGP
CST005915,2023-05-28,Operations,Mansoura,Utilities,0.0,2865.66,E0126,MGR14,CC020,Q1,2024,True,Note_67,EGP
CST005916,2024-12-11,Finance,Asyut,Salaries,5067.29,34511.13,E0131,MGR13,CC013,Q1,2024,False,,EGP
CST005917,2022-03-11,Customer Service,Port Said,Marketing,7715.45,54708.58,E0138,MGR5,CC005,Q4,2023,True,,EGP
CST005918,2024-05-09,Customer Service,Giza,COGS,27589.72,2948.91,E0109,MGR7,CC027,Q1,2022,False,,USD
CST005919,2022-04-01,Customer Service,Aswan,Marketing,2895.17,11615.28,E0114,MGR2,CC018,Q4,2023,True,Note_66,EGP
CST005920,2021-08-14,Customer Service,Tanta,COGS,20677.58,18530.64,E0060,MGR20,CC006,Q2,2021,True,,EGP
CST005921,2021-09-14,Finance,Tanta,Insurance,46739.15,24717.65,E0153,MGR13,CC018,Q4,2022,True,Note_76,EUR
CST005922,2023-11-08,IT,Asyut,Salaries,1719.89,7244.26,E0013,MGR15,CC025,Q3,2021,True,,EUR
CST005923,2024-10-10,Logistics,Mansoura,COGS,12583.73,905.7,E0083,MGR10,CC019,Q3,2022,True,,EGP
CST005924,2023-06-01,Operations,Luxor,COGS,3430.48,3293.36,E0164,MGR17,CC007,Q4,2023,False,Note_63,USD
CST005925,2023-05-23,Finance,Giza,Marketing,11395.01,1995.94,E0153,MGR13,CC008,Q2,2024,True,,EGP
CST005926,2023-07-29,HR,Cairo,Insurance,1637.69,4204.47,E0022,MGR12,CC013,Q4,2021,True,Note_43,EGP
CST005927,2024-08-26,Customer Service,Luxor,Maintenance,6412.9,19959.27,E0056,MGR3,CC028,Q4,2023,False,,EGP
CST005928,2024-05-15,Finance,Alexandria,Salaries,13702.26,3451.81,E0101,MGR1,CC009,Q3,2021,False,,EGP
CST005929,2023-12-07,Operations,Port Said,COGS,20703.71,16835.27,E0137,MGR13,CC028,Q4,2022,True,,EGP
CST005930,2022-12-13,Operations,Luxor,Rent,5890.06,6517.04,E0106,MGR3,CC004,Q2,2023,True,Note_1,EGP
CST005931,2023-12-10,Customer Service,Cairo,Maintenance,3674.55,3275.31,E0190,MGR18,CC018,Q1,2022,True,Note_87,EGP
CST005932,2021-12-25,Marketing,Cairo,Depreciation,2180.99,4180.39,E0135,MGR3,CC005,Q2,2023,True,,EUR
CST005933,2021-07-27,Sales,Luxor,Insurance,14878.56,7744.86,E0152,MGR16,CC018,Q4,2023,True,,EGP
CST005934,2021-05-25,Marketing,Cairo,Insurance,2182.69,1610.72,E0010,MGR12,CC004,Q1,2021,True,,EGP
CST005935,2024-08-06,Sales,Cairo,Rent,4580.66,9169.54,E0151,MGR3,CC004,Q3,2021,False,Note_50,EGP
CST005936,2021-08-10,IT,Giza,Rent,4345.59,5367.1,E0101,MGR3,CC011,Q1,2023,True,,EGP
CST005937,2024-09-29,Finance,Tanta,COGS,100850.44,13918.53,E0027,MGR3,CC012,Q4,2021,True,,
CST005938,2024-09-13,Sales,Alexandria,Depreciation,7090.15,19800.93,E0042,MGR16,CC021,Q1,2023,True,,
CST005939,2022-06-09,Customer Service,Tanta,Marketing,6488.52,16473.33,E0120,MGR18,CC029,Q1,2021,True,,EGP
CST005940,2022-10-15,Marketing,Port Said,Rent,17582.71,17004.86,E0118,MGR10,CC016,Q4,2021,True,,EGP
CST005941,2023-11-06,Logistics,Luxor,Rent,8735.46,8577.29,E0163,MGR12,CC016,Q1,2023,False,,USD
CST005942,2024-11-08,IT,Tanta,Marketing,5903.66,12786.3,E0092,MGR4,CC007,Q4,2022,True,,EGP
CST005943,2023-10-01,Operations,Aswan,Maintenance,8628.7,12623.07,E0022,MGR11,CC012,Q2,2022,False,,EGP
CST005944,2024-11-21,Logistics,Port Said,Insurance,29500.21,6975.27,E0170,MGR11,CC015,Q4,2021,True,,EGP
CST005945,2022-07-16,Logistics,Giza,Maintenance,71900.05,17622.94,E0155,MGR12,CC001,Q3,2021,True,,EGP
CST005946,2023-10-17,HR,Alexandria,Rent,4733.86,3409.46,E0099,MGR8,CC013,Q4,2023,False,,EGP
CST005947,2023-03-31,Customer Service,Giza,Insurance,5428.39,3598.37,E0158,MGR9,CC024,Q1,2021,True,,USD
CST005948,2024-12-26,Logistics,Asyut,Depreciation,5223.42,15390.09,E0149,MGR8,CC014,Q1,2021,False,,EGP
CST005949,2022-05-26,IT,Suez,Marketing,1358.41,1886.08,E0056,MGR10,CC004,Q1,2021,True,,EGP
CST005950,2021-10-31,IT,Luxor,Maintenance,12917.21,11069.64,E0017,MGR13,CC001,Q3,2022,False,,EGP
CST005951,2023-12-08,Logistics,Luxor,Salaries,4751.97,68123.95,E0197,MGR17,CC014,Q3,2021,True,Note_94,EGP
CST005952,2022-11-07,Customer Service,Aswan,Utilities,34502.52,45305.44,E0041,MGR1,CC018,Q1,2021,False,,EGP
CST005953,2021-10-28,Operations,Luxor,Insurance,3658.72,7900.25,E0017,MGR3,CC008,Q4,2023,False,,EGP
CST005954,2024-02-15,Finance,Alexandria,Salaries,7946.72,33342.6,E0089,MGR6,CC021,Q4,2021,True,Note_70,USD
CST005955,2023-12-25,HR,Aswan,Depreciation,11927.26,18375.6,E0183,MGR13,CC024,Q3,2021,False,Note_38,EGP
CST005956,2024-06-01,IT,Tanta,Maintenance,18585.65,1965.5,E0104,MGR14,CC007,Q2,2024,True,,EUR
CST005957,2023-06-16,Operations,Alexandria,Depreciation,21348.5,5611.8,E0049,MGR20,CC022,Q4,2023,False,Note_83,EUR
CST005958,2022-02-17,IT,Mansoura,Utilities,46541.03,6263.0,E0133,MGR2,CC021,Q4,2024,True,,EGP
CST005959,2021-10-18,Customer Service,Alexandria,Marketing,1309.27,2818.08,E0161,MGR5,CC030,Q3,2023,True,Note_92,EGP
CST005960,2023-02-01,HR,Alexandria,Marketing,11908.44,7593.68,E0147,MGR10,CC006,Q1,2022,True,Note_98,EUR
CST005961,2023-01-10,Sales,Aswan,Insurance,7993.2,40885.09,E0172,MGR7,CC014,Q1,2022,False,Note_100,EGP
CST005962,2022-05-02,HR,Suez,Salaries,12633.27,3643.57,E0186,MGR9,CC030,Q4,2021,False,,EGP
CST005963,2023-02-03,Finance,Aswan,Marketing,59395.4,7282.69,E0134,MGR7,CC024,Q4,2024,True,,EGP
CST005964,2022-06-05,Sales,Tanta,Rent,1250.82,47207.38,E0058,MGR8,CC022,Q2,2023,False,Note_10,EGP
CST005965,2023-07-31,Logistics,Asyut,Rent,64518.67,4658.87,E0135,MGR19,CC007,Q3,2022,False,,EGP
CST005966,2022-03-04,Sales,Suez,Marketing,5516.03,17844.58,E0040,MGR15,CC023,Q3,2021,True,Note_31,EGP
CST005967,2021-01-10,IT,Asyut,Maintenance,10424.77,15434.84,E0043,MGR4,CC021,Q4,2023,True,,EGP
CST005968,2022-09-06,Finance,Giza,Rent,4763.45,41998.85,E0160,MGR19,CC002,Q4,2021,False,,EGP
CST005969,2021-03-31,Operations,Tanta,Maintenance,2924.28,32723.0,E0058,MGR17,CC027,Q1,2023,False,,EGP
CST005970,2022-01-17,Finance,Giza,Insurance,8172.73,42488.83,E0056,MGR10,CC009,Q3,2022,True,,USD
CST005971,2023-05-18,IT,Tanta,Salaries,431.65,5413.61,E0097,MGR17,CC027,Q1,2024,False,,EGP
CST005972,2021-08-12,Sales,Asyut,Utilities,2560.43,39273.66,E0043,MGR15,CC029,Q2,2024,True,,EGP
CST005973,2022-12-17,Finance,Giza,Maintenance,4688.89,6246.02,E0156,MGR8,CC008,Q1,2022,True,Note_2,EGP
CST005974,2024-10-06,Finance,Port Said,Depreciation,1296.42,1774.69,E0054,MGR5,CC010,Q4,2023,False,,EGP
CST005975,2024-07-05,Marketing,Cairo,Insurance,11306.95,22471.84,E0183,MGR11,CC010,Q2,2023,True,,EGP
CST005976,2023-07-07,Marketing,Tanta,Maintenance,0.0,519.14,E0110,MGR6,CC027,Q4,2024,False,,EGP
CST005977,2022-01-17,Logistics,Suez,Salaries,5715.75,4707.51,E0042,MGR1,CC021,Q2,2021,False,Note_90,EGP
CST005978,2021-12-25,HR,Suez,Insurance,22137.08,136726.2,E0087,MGR20,CC011,Q4,2021,False,,EUR
CST005979,2022-05-19,Finance,Giza,Depreciation,3275.95,33148.89,E0020,MGR8,CC020,Q1,2024,True,,EGP
CST005980,2024-01-16,Customer Service,Suez,Rent,7973.31,21051.74,E0154,MGR17,CC007,Q3,2021,False,,EGP
CST005981,2023-07-21,Finance,Port Said,Marketing,4063.02,7181.03,E0015,MGR5,CC018,Q2,2021,True,,EGP
CST005982,2024-08-31,Finance,Port Said,Salaries,4096.52,260016.18,E0192,MGR5,CC021,Q2,2022,True,,EGP
CST005983,2022-06-25,Marketing,Port Said,Rent,1620.81,49092.65,E0197,MGR1,CC029,Q3,2023,True,Note_75,EGP
CST005984,2022-08-10,Marketing,Port Said,Rent,18485.06,23766.52,E0006,MGR12,CC004,Q2,2023,False,Note_28,
CST005985,2022-02-20,IT,Cairo,Salaries,0.0,818.85,E0150,MGR19,CC023,Q1,2021,False,,EUR
CST005986,2022-09-02,IT,Port Said,Depreciation,68340.09,16721.0,E0087,MGR3,CC022,Q1,2023,True,,EGP
CST005987,2023-09-03,HR,Alexandria,Marketing,1395.01,11945.11,E0014,MGR19,CC027,Q4,2021,True,,EGP
CST005988,2023-02-13,Logistics,Giza,Marketing,3429.24,77161.06,E0034,MGR11,CC027,Q1,2024,True,,EGP
CST005989,2021-12-16,Marketing,Mansoura,COGS,4261.51,3964.98,E0048,MGR15,CC019,Q2,2023,True,,EGP
CST005990,2024-10-20,Operations,Giza,COGS,5835.89,17813.82,E0053,MGR15,CC017,Q2,2023,False,Note_60,EUR
CST005991,2023-12-31,Customer Service,Giza,Salaries,4717.11,31088.14,E0033,MGR8,CC017,Q1,2022,True,,EGP
CST005992,2023-09-22,Finance,Aswan,Utilities,22149.75,1659.47,E0029,MGR17,CC017,Q3,2024,True,,EGP
CST005993,2023-04-23,Marketing,Mansoura,Utilities,1410.12,1583.35,E0142,MGR12,CC002,Q3,2021,True,,EGP
CST005994,2024-09-12,Logistics,Asyut,Insurance,8347.76,8656.13,E0092,MGR20,CC027,Q2,2023,True,,EGP
CST005995,2023-03-16,Finance,Mansoura,Maintenance,12397.33,3660.68,E0102,MGR19,CC014,Q1,2021,True,,USD
CST005996,2023-08-21,Logistics,Aswan,Maintenance,8556.33,8151.81,E0095,MGR11,CC009,Q2,2024,True,,EGP
CST005997,2022-06-24,IT,Alexandria,Marketing,1367.64,1163.34,E0144,MGR15,CC006,Q4,2022,True,,EGP
CST005998,2022-01-02,Finance,Alexandria,Utilities,78395.44,1720.12,E0117,MGR1,CC004,Q2,2022,True,Note_15,EGP
CST005999,2021-06-16,Operations,Tanta,Insurance,5742.56,24267.53,E0119,MGR8,CC006,Q3,2022,True,Note_22,EUR
CST006000,2023-11-27,Finance,Port Said,Insurance,14095.26,6589.34,E0092,MGR4,CC013,Q1,2022,False,,EGP
CST006001,2024-02-04,Customer Service,Aswan,Salaries,3633.0,13492.14,E0093,MGR1,CC022,Q3,2023,True,Note_94,EGP
CST006002,2021-03-17,Sales,Aswan,Rent,3390.06,3219.93,E0010,MGR18,CC020,Q4,2024,True,,EGP
CST006003,2024-05-08,HR,Suez,Insurance,33765.05,1219.69,E0057,MGR1,CC023,Q2,2022,False,,USD
CST006004,2021-07-25,Finance,Giza,Utilities,7757.01,9108.72,E0025,MGR9,CC003,Q2,2023,True,,EGP
CST006005,2023-07-01,Operations,Cairo,Salaries,1573.49,6335.33,E0072,MGR8,CC029,Q4,2023,True,,EGP
CST006006,2022-12-03,Customer Service,Cairo,COGS,10122.29,7238.36,E0191,MGR19,CC009,Q3,2021,True,,USD
CST006007,2022-03-15,Customer Service,Suez,COGS,12290.79,11489.22,E0122,MGR12,CC018,Q4,2024,True,,EGP
CST006008,2023-08-31,Marketing,Mansoura,Utilities,4494.05,9587.35,E0054,MGR13,CC028,Q3,2024,True,,EUR
CST006009,2021-04-30,Finance,Luxor,Insurance,7762.6,20674.24,E0158,MGR15,CC016,Q3,2024,False,,EGP
CST006010,2023-12-19,Sales,Suez,Salaries,10168.28,12698.25,E0141,MGR6,CC005,Q1,2021,False,,EGP
CST006011,2023-04-26,Marketing,Suez,Salaries,4630.61,7156.74,E0143,MGR2,CC024,Q1,2023,True,,EGP
CST006012,2021-09-26,HR,Asyut,Utilities,4340.19,44194.93,E0090,MGR13,CC010,Q4,2021,True,,EGP
CST006013,2024-11-06,HR,Suez,Depreciation,17625.57,1796.77,E0004,MGR15,CC022,Q2,2022,True,,EGP
CST006014,2021-09-02,Operations,Suez,Salaries,57541.89,2968.65,E0017,MGR14,CC008,Q4,2022,True,,
CST006015,2024-05-20,HR,Suez,COGS,41733.5,19651.07,E0109,MGR8,CC016,Q4,2022,False,Note_24,
CST006016,2023-03-17,Logistics,Cairo,COGS,938.93,7062.27,E0019,MGR20,CC012,Q2,2022,True,,EGP
CST006017,2021-05-14,Logistics,Cairo,Marketing,7233.44,20514.93,E0178,MGR11,CC030,Q1,2024,False,,EGP
CST006018,2022-10-03,IT,Tanta,COGS,36464.87,4677.51,E0158,MGR2,CC022,Q3,2024,True,,USD
CST006019,2022-02-05,Logistics,Suez,Marketing,5331.88,1532.45,E0185,MGR17,CC014,Q4,2024,True,,EGP
CST006020,2023-02-04,Sales,Tanta,Marketing,1914.0,4093.9,E0064,MGR11,CC009,Q2,2021,True,,EGP
CST006021,2021-11-27,Logistics,Cairo,COGS,3402.99,9890.51,E0196,MGR3,CC030,Q3,2022,False,,
CST006022,2021-08-23,Logistics,Luxor,Rent,1534.96,65174.05,E0106,MGR6,CC016,Q3,2024,False,,
CST006023,2022-06-03,Operations,Port Said,Maintenance,19052.58,19519.8,E0079,MGR16,CC013,Q4,2022,False,,EGP
CST006024,2023-10-12,Marketing,Alexandria,Maintenance,30443.83,77139.56,E0065,MGR4,CC013,Q3,2024,False,,EGP
CST006025,2021-04-10,Logistics,Port Said,Maintenance,6365.41,13138.34,E0074,MGR3,CC011,Q1,2024,False,,EGP
CST006026,2023-08-13,Finance,Tanta,Depreciation,0.0,4364.29,E0086,MGR4,CC030,Q1,2022,False,Note_16,EGP
CST006027,2024-07-18,Operations,Suez,Salaries,79536.22,12471.62,E0037,MGR19,CC006,Q2,2024,True,Note_97,EGP
CST006028,2024-04-03,Finance,Mansoura,Depreciation,26090.02,25054.88,E0105,MGR14,CC002,Q3,2023,True,,EGP
CST006029,2024-07-07,IT,Mansoura,Maintenance,19212.17,13664.89,E0174,MGR8,CC003,Q1,2022,False,,EGP
CST006030,2022-03-15,IT,Luxor,Maintenance,895.29,9284.93,E0096,MGR16,CC004,Q2,2021,True,Note_11,EGP
CST006031,2023-04-26,Marketing,Asyut,COGS,20115.38,58977.91,E0027,MGR7,CC028,Q3,2024,True,Note_57,EUR
CST006032,2023-11-23,Marketing,Aswan,Rent,10279.83,13844.09,E0013,MGR13,CC025,Q3,2023,False,Note_7,
CST006033,2023-03-12,Logistics,Asyut,Marketing,16896.59,4961.5,E0166,MGR12,CC023,Q1,2024,True,Note_47,EGP
CST006034,2022-09-28,IT,Port Said,Rent,5937.52,6267.79,E0071,MGR5,CC012,Q1,2024,False,,EGP
CST006035,2024-11-25,Customer Service,Aswan,Utilities,10685.85,11945.88,E0169,MGR19,CC028,Q4,2022,True,Note_68,EGP
CST006036,2023-07-04,Operations,Cairo,Insurance,1076.0,8474.83,E0095,MGR20,CC024,Q2,2024,False,,USD
CST006037,2022-07-18,Logistics,Mansoura,COGS,6238.6,12256.0,E0106,MGR4,CC023,Q4,2021,True,,EGP
CST006038,2023-06-02,HR,Luxor,COGS,0.0,4061.77,E0089,MGR15,CC018,Q3,2024,False,,EGP
CST006039,2021-01-04,Sales,Cairo,Marketing,3007.72,17380.76,E0061,MGR20,CC010,Q4,2024,False,,EGP
CST006040,2024-07-14,HR,Asyut,Rent,9716.67,8910.28,E0016,MGR13,CC026,Q3,2022,False,,USD
CST006041,2021-01-25,HR,Alexandria,Rent,1342.57,7952.04,E0049,MGR16,CC018,Q4,2023,True,,EGP
CST006042,2024-09-28,IT,Port Said,Depreciation,9444.49,17779.72,E0069,MGR20,CC026,Q4,2023,True,,EGP
CST006043,2022-06-13,Logistics,Alexandria,Salaries,30657.87,6232.59,E0163,MGR9,CC008,Q1,2024,False,,EGP
CST006044,2024-02-02,Customer Service,Aswan,COGS,9705.51,29251.81,E0053,MGR20,CC001,Q4,2021,False,,EGP
CST006045,2024-12-29,IT,Mansoura,Depreciation,2150.63,42570.23,E0186,MGR8,CC015,Q3,2021,False,Note_77,USD
CST006046,2022-09-10,Customer Service,Suez,Salaries,0.0,9340.43,E0124,MGR2,CC026,Q2,2023,False,,USD
CST006047,2023-06-17,Operations,Suez,Utilities,21776.94,33328.88,E0010,MGR18,CC009,Q3,2022,False,,EGP
CST006048,2024-10-08,Sales,Giza,Marketing,2735.0,1628.72,E0071,MGR18,CC021,Q1,2024,True,,
CST006049,2024-05-27,Operations,Asyut,Rent,87416.01,6247.12,E0185,MGR10,CC015,Q1,2022,True,,USD
CST006050,2021-09-17,Operations,Cairo,Utilities,9830.52,38072.44,E0020,MGR6,CC021,Q3,2021,False,,EGP
CST006051,2021-06-05,Finance,Alexandria,Insurance,55512.75,20940.91,E0053,MGR4,CC013,Q1,2024,True,,EGP
CST006052,2024-02-29,Operations,Alexandria,COGS,3666.89,1994.05,E0040,MGR17,CC010,Q4,2022,True,,EGP
CST006053,2024-06-30,Operations,Giza,Maintenance,79499.92,26601.75,E0062,MGR20,CC007,Q1,2024,False,,EGP
CST006054,2024-02-13,Sales,Port Said,Maintenance,50644.47,65330.59,E0075,MGR14,CC023,Q1,2023,False,Note_77,
CST006055,2022-07-19,Customer Service,Giza,COGS,5605.97,11055.65,E0147,MGR15,CC015,Q4,2023,True,Note_74,EGP
CST006056,2023-07-07,Marketing,Aswan,Maintenance,7939.15,6424.24,E0047,MGR12,CC007,Q1,2023,True,,EUR
CST006057,2024-05-02,IT,Port Said,Rent,6139.6,2066.62,E0050,MGR6,CC008,Q2,2024,True,Note_17,EGP
CST006058,2021-06-19,Marketing,Mansoura,Depreciation,10668.51,4427.59,E0002,MGR19,CC028,Q4,2023,False,,EGP
CST006059,2022-12-19,HR,Mansoura,Depreciation,40198.23,1831.98,E0114,MGR7,CC020,Q1,2023,True,,EGP
CST006060,2024-09-04,HR,Asyut,Depreciation,6207.03,28599.72,E0149,MGR1,CC005,Q2,2021,True,Note_65,EGP
CST006061,2022-09-21,Finance,Asyut,COGS,27062.54,32820.61,E0067,MGR18,CC013,Q1,2023,True,,EGP
CST006062,2021-12-31,Operations,Luxor,Maintenance,23543.57,90394.0,E0054,MGR3,CC011,Q2,2023,False,,EGP
CST006063,2024-10-05,Customer Service,Asyut,Salaries,5633.0,1182.26,E0069,MGR10,CC020,Q2,2024,False,,EUR
CST006064,2023-04-18,Operations,Aswan,Rent,6330.88,21576.25,E0109,MGR5,CC015,Q2,2024,False,,EGP
CST006065,2023-03-19,Finance,Luxor,Maintenance,0.0,9640.3,E0141,MGR5,CC010,Q3,2022,True,Note_48,EGP
CST006066,2023-04-11,IT,Tanta,Insurance,4290.35,1965.67,E0074,MGR13,CC028,Q1,2023,True,Note_54,EGP
CST006067,2021-03-07,HR,Giza,Utilities,8638.0,3288.86,E0057,MGR20,CC015,Q2,2023,False,,EGP
CST006068,2023-06-16,Customer Service,Luxor,Rent,38764.14,4427.63,E0097,MGR13,CC029,Q4,2024,True,Note_49,EGP
CST006069,2022-04-21,IT,Cairo,Maintenance,39754.09,4424.73,E0120,MGR17,CC029,Q3,2022,True,Note_47,EGP
CST006070,2021-08-06,HR,Suez,Insurance,10108.47,8470.66,E0081,MGR19,CC010,Q4,2023,True,,EUR
CST006071,2023-06-11,Sales,Suez,Salaries,33244.89,6690.06,E0113,MGR8,CC003,Q1,2024,False,Note_48,EGP
CST006072,2024-02-24,Finance,Port Said,COGS,-25841.62,13474.36,E0126,MGR19,CC023,Q4,2022,True,,EGP
CST006073,2024-08-16,Logistics,Asyut,Rent,34805.59,4438.95,E0167,MGR15,CC009,Q1,2023,True,,EUR
CST006074,2021-08-26,IT,Cairo,Insurance,25581.54,8660.42,E0132,MGR12,CC005,Q3,2023,True,Note_73,EGP
CST006075,2024-12-30,Logistics,Asyut,Salaries,50471.13,7782.35,E0120,MGR15,CC018,Q1,2022,False,,EGP
CST006076,2021-11-08,Logistics,Giza,Rent,8038.79,19561.35,E0031,MGR5,CC001,Q3,2024,False,Note_4,EGP
CST006077,2023-05-31,Logistics,Luxor,COGS,7220.75,3860.99,E0023,MGR18,CC019,Q3,2024,True,,EGP
CST006078,2021-10-09,Customer Service,Suez,Insurance,18048.67,1648.69,E0005,MGR10,CC008,Q3,2024,True,,
CST006079,2021-04-01,Customer Service,Tanta,Maintenance,70641.16,7473.18,E0128,MGR4,CC009,Q1,2022,True,,EGP
CST006080,2024-03-01,HR,Luxor,Utilities,14442.7,29161.92,E0079,MGR4,CC009,Q2,2022,False,Note_51,EGP
CST006081,2024-08-04,Logistics,Asyut,Insurance,954.86,349.73,E0004,MGR15,CC001,Q1,2024,True,Note_7,EUR
CST006082,2024-12-31,Operations,Suez,COGS,10017.07,4564.18,E0009,MGR18,CC019,Q2,2021,True,,EGP
CST006083,2022-08-10,IT,Port Said,Utilities,3313.2,11101.93,E0071,MGR8,CC030,Q3,2023,False,Note_51,EGP
CST006084,2021-11-15,Finance,Tanta,Marketing,107856.05,11794.51,E0168,MGR19,CC011,Q2,2022,True,,EGP
CST006085,2023-01-08,Operations,Alexandria,Rent,3623.72,2689.65,E0138,MGR1,CC027,Q3,2021,True,,USD
CST006086,2023-11-07,Customer Service,Giza,Maintenance,88237.32,319156.09,E0129,MGR1,CC027,Q4,2024,True,,EGP
CST006087,2022-03-25,Logistics,Cairo,Salaries,23729.2,3085.48,E0047,MGR8,CC024,Q4,2023,True,,EGP
CST006088,2021-08-29,HR,Aswan,Rent,10363.01,2491.91,E0175,MGR8,CC016,Q1,2023,True,,EUR
CST006089,2022-08-19,Finance,Luxor,Salaries,74956.31,12776.72,E0132,MGR6,CC023,Q4,2024,True,,EGP
CST006090,2024-06-25,Sales,Mansoura,Marketing,6396.73,15774.82,E0121,MGR14,CC027,Q2,2024,False,,EGP
CST006091,2024-10-04,Finance,Mansoura,Rent,4314.04,11800.94,E0147,MGR16,CC023,Q3,2022,False,,EGP
CST006092,2023-10-30,Sales,Port Said,Salaries,3946.36,18200.52,E0198,MGR15,CC030,Q2,2024,True,,EGP
CST006093,2023-10-14,Operations,Asyut,Depreciation,10859.8,849.74,E0135,MGR7,CC018,Q1,2024,True,,EGP
CST006094,2022-06-25,Sales,Asyut,Insurance,6999.06,3518.83,E0014,MGR3,CC022,Q4,2024,False,,EGP
CST006095,2021-06-15,Finance,Tanta,Insurance,9185.82,89956.51,E0178,MGR5,CC015,Q1,2023,True,Note_28,EGP
CST006096,2022-04-24,Marketing,Aswan,Maintenance,7249.28,12247.97,E0127,MGR13,CC008,Q2,2021,False,,EUR
CST006097,2022-03-24,Marketing,Port Said,Salaries,5240.75,14289.57,E0161,MGR15,CC001,Q2,2022,False,,EGP
CST006098,2021-05-14,HR,Luxor,Utilities,27084.83,15343.06,E0132,MGR13,CC002,Q2,2022,False,,EGP
CST006099,2023-07-28,Customer Service,Mansoura,Maintenance,24272.81,30368.69,E0135,MGR18,CC016,Q4,2022,True,,EGP
CST006100,2024-04-27,IT,Asyut,COGS,1632.43,1599.72,E0148,MGR18,CC004,Q1,2024,True,,EGP
CST006101,2022-10-31,HR,Asyut,Rent,19692.67,3196.31,E0108,MGR13,CC020,Q3,2024,False,Note_54,USD
CST006102,2021-02-13,Customer Service,Port Said,Depreciation,12718.14,4317.05,E0022,MGR7,CC008,Q3,2024,False,,EGP
CST006103,2024-12-14,Marketing,Mansoura,Maintenance,37838.78,6996.95,E0178,MGR14,CC019,Q2,2022,True,,EGP
CST006104,2023-03-26,Customer Service,Alexandria,Insurance,13564.13,5074.73,E0152,MGR13,CC005,Q2,2021,True,,EGP
CST006105,2023-06-05,HR,Luxor,Marketing,1502.57,4711.06,E0165,MGR4,CC010,Q3,2024,False,Note_11,EGP
CST006106,2024-02-19,IT,Giza,Insurance,580.06,3482.19,E0120,MGR15,CC002,Q4,2021,False,,EGP
CST006107,2022-12-05,Marketing,Port Said,Marketing,3123.62,10669.5,E0193,MGR9,CC022,Q1,2021,True,,EGP
CST006108,2023-05-28,Marketing,Suez,Rent,8561.65,3014.98,E0001,MGR6,CC013,Q3,2023,False,,EGP
CST006109,2021-10-12,Operations,Tanta,Maintenance,592.65,16832.35,E0117,MGR7,CC012,Q4,2022,True,Note_48,EGP
CST006110,2024-05-21,Finance,Port Said,Rent,19374.69,20415.97,E0144,MGR15,CC010,Q4,2024,True,Note_41,EGP
CST006111,2024-04-21,HR,Luxor,Marketing,25763.23,10679.44,E0149,MGR8,CC016,Q3,2021,False,Note_24,EGP
CST006112,2023-12-21,Customer Service,Alexandria,Maintenance,1818.78,40064.04,E0135,MGR4,CC007,Q2,2023,True,,EGP
CST006113,2023-05-02,HR,Alexandria,Insurance,13876.47,7764.43,E0172,MGR19,CC013,Q2,2024,True,Note_45,EGP
CST006114,2023-04-18,Customer Service,Tanta,COGS,5043.29,5266.5,E0182,MGR12,CC012,Q2,2021,True,,EGP
