Customer_ID,Customer_Name,City,Region,Segment,Credit_Limit,Outstanding_Balance,Payment_Terms_Days,Registration_Date,Account_Status,Tax_ID,Industry,Annual_Revenue_EGP,Contact_Email,Assigned_Rep
C06646,Customer_6646,Mansoura,West,SME,100000,24487,45,2024-11-18,,TAX2606594,Real Estate,79032.0,contact6645@company6645.com,E0023
C06647,Customer_6647,Cairo,Central,Government,500000,93890,90,2023-11-08,Active,TAX4709903,Healthcare,1182424.0,contact6646@company6646.com,E0161
C06648,Customer_6648,Alexandria,North,SME,1000000,277893,30,2021-02-21,Active,TAX4279248,Food & Beverage,2168938.0,contact6647@company6647.com,E0115
C06649,Customer_6649,Giza,East,SME,50000,204774,45,2022-06-21,Active,TAX3649539,Food & Beverage,2714701.0,contact6648@company6648.com,E0181
C06650,Customer_6650,Mansoura,East,Retail,500000,272438,90,2024-05-24,Inactive,TAX5961510,Manufacturing,586004.0,contact6649@company6649.com,E0189
C06651,Customer_6651,Cairo,West,Retail,250000,281443,30,2023-11-28,Active,TAX7298091,Manufacturing,337710.0,contact6650@company6650.com,E0057
C06652,Customer_6652,Asyut,West,Enterprise,1000000,278328,30,2022-09-13,Active,TAX3568866,Education,30825.0,contact6651@company6651.com,E0005
C06653,Customer_6653,Cairo,North,Government,100000,152183,30,2023-07-29,Active,TAX3684993,Healthcare,324483.0,contact6652@company6652.com,E0032
C06654,Customer_6654,Asyut,South,Retail,1000000,44120,45,2021-09-02,Active,TAX9316556,Technology,109523.0,,E0069
C06655,Customer_6655,Aswan,South,SME,500000,35097,30,2022-04-12,Active,TAX5753403,Food & Beverage,1040089.0,contact6654@company6654.com,E0183
C06656,Customer_6656,Tanta,North,SME,500000,80010,30,2023-07-14,Suspended,TAX6639657,Retail,334622.0,contact6655@company6655.com,E0067
C06657,Customer_6657,Aswan,Central,Enterprise,250000,286720,45,2023-10-18,Active,,Real Estate,272207.0,,E0018
C06658,Customer_6658,Luxor,North,Enterprise,500000,228802,45,2021-08-11,Inactive,TAX3339174,Manufacturing,306178.0,contact6657@company6657.com,E0052
C06659,Customer_6659,Tanta,South,Enterprise,100000,75749,60,2024-08-26,Inactive,TAX3135341,Manufacturing,2352311.0,contact6658@company6658.com,E0030
C06660,Customer_6660,Luxor,East,Enterprise,100000,82248,30,2022-06-22,Suspended,TAX7516037,Technology,2702644.0,contact6659@company6659.com,E0082
C06661,Customer_6661,Tanta,South,Retail,500000,101409,45,2021-04-06,Active,TAX8719272,Food & Beverage,217761.0,contact6660@company6660.com,E0017
C06662,Customer_6662,Luxor,West,Government,100000,253492,30,2023-10-19,Inactive,TAX2186422,Food & Beverage,7446994.0,contact6661@company6661.com,E0189
C06663,Customer_6663,Asyut,North,SME,50000,277855,60,2021-05-09,Inactive,TAX3167842,Retail,4001892.0,contact6662@company6662.com,E0120
C06664,Customer_6664,Aswan,North,Retail,1000000,254939,30,2024-02-21,Active,TAX9541020,Retail,877459.0,contact6663@company6663.com,E0143
C06665,Customer_6665,Asyut,West,SME,250000,284411,30,2021-07-24,Active,,Manufacturing,877659.0,contact6664@company6664.com,E0099
C06666,Customer_6666,Alexandria,South,Enterprise,500000,162486,90,2023-03-23,Active,TAX5651882,Real Estate,1051701.0,contact6665@company6665.com,E0104
C06667,Customer_6667,Suez,West,SME,250000,298102,60,2021-05-29,Active,TAX7814703,Education,1559970.0,contact6666@company6666.com,E0179
C06668,Customer_6668,Alexandria,East,Government,50000,182368,30,2023-03-30,Active,TAX9587060,Food & Beverage,32717621.0,contact6667@company6667.com,E0125
C06669,Customer_6669,Tanta,Central,Retail,500000,121799,90,2022-07-21,Inactive,TAX4395385,Retail,191911.0,contact6668@company6668.com,E0103
C06670,Customer_6670,Mansoura,South,Retail,250000,3013,45,2022-07-24,Active,TAX8663232,Manufacturing,3135425.0,contact6669@company6669.com,E0152
C06671,Customer_6671,Suez,North,SME,100000,74335,90,2023-05-04,Active,TAX2998894,Food & Beverage,8164447.0,contact6670@company6670.com,E0029
C06672,Customer_6672,Giza,West,Government,250000,100881,90,2024-12-26,Active,TAX7903700,Technology,1857123.0,contact6671@company6671.com,E0072
C06673,Customer_6673,Giza,East,Retail,1000000,41523,60,2023-09-28,Active,TAX3595456,Real Estate,381731.0,contact6672@company6672.com,E0186
C06674,Customer_6674,Alexandria,East,SME,250000,206871,30,2022-10-10,Active,TAX6939189,Retail,3336103.0,contact6673@company6673.com,E0195
C06675,Customer_6675,Alexandria,West,Retail,50000,16397,30,2023-05-12,Active,TAX6091819,Technology,1609845.0,contact6674@company6674.com,E0195
C06676,Customer_6676,Cairo,West,Retail,100000,265022,60,2021-01-09,Inactive,TAX1371412,Manufacturing,1017366.0,contact6675@company6675.com,E0198
C06677,Customer_6677,Alexandria,Central,SME,250000,123842,45,2024-09-18,Active,TAX7893761,Retail,13487148.0,contact6676@company6676.com,E0014
C06678,Customer_6678,Giza,Central,Retail,500000,288314,45,2024-11-18,Active,TAX6506748,Technology,16754652.0,contact6677@company6677.com,E0039
C06679,Customer_6679,Tanta,East,SME,250000,166075,45,2022-08-05,Active,TAX2030165,Healthcare,612674.0,contact6678@company6678.com,E0037
C06680,Customer_6680,Tanta,North,SME,500000,243937,90,2024-01-21,Active,TAX1598099,Education,1076279.0,contact6679@company6679.com,E0132
C06681,Customer_6681,Port Said,West,Enterprise,50000,124132,30,2022-09-14,Active,TAX5792167,Technology,402690.0,contact6680@company6680.com,E0021
C06682,Customer_6682,Giza,North,Retail,100000,179627,45,2023-03-16,Inactive,TAX9322719,Retail,1351559.0,contact6681@company6681.com,E0020
C06683,Customer_6683,Giza,Central,SME,250000,267987,45,2024-03-29,Active,TAX2020331,Education,698814.0,contact6682@company6682.com,E0004
C06684,Customer_6684,Giza,Central,SME,50000,81332,90,2023-03-03,Inactive,TAX6738072,Retail,1990514.0,,E0020
C06685,Customer_6685,Suez,Central,SME,1000000,171912,45,2022-01-17,Active,TAX4912966,Manufacturing,9511112.0,contact6684@company6684.com,E0191
C06686,Customer_6686,Tanta,North,Enterprise,250000,257762,90,2023-08-28,Active,TAX7319614,Real Estate,236376.0,contact6685@company6685.com,E0161
C06687,Customer_6687,Giza,West,Enterprise,500000,7111,90,2024-03-17,Active,TAX8148569,Retail,9308251.0,contact6686@company6686.com,E0017
C06688,Customer_6688,Luxor,Central,Enterprise,500000,241480,90,2021-08-15,Inactive,TAX3282722,Technology,3103805.0,,E0016
C06689,Customer_6689,Mansoura,East,Retail,100000,98999,60,2024-12-01,Inactive,TAX8612414,Manufacturing,80209.0,contact6688@company6688.com,E0121
C06690,Customer_6690,Asyut,North,Enterprise,1000000,69320,30,2022-10-18,Active,TAX8067643,Technology,1728613.0,contact6689@company6689.com,E0099
C06691,Customer_6691,Mansoura,North,Enterprise,1000000,39237,45,2024-02-21,Inactive,TAX7730017,Real Estate,73557.0,contact6690@company6690.com,E0133
C06692,Customer_6692,Luxor,West,SME,250000,248592,90,2021-06-04,Active,TAX2354939,Retail,1754314.0,contact6691@company6691.com,E0125
C06693,Customer_6693,Tanta,South,Retail,100000,170788,90,2022-12-23,Active,TAX9769875,Education,119441.0,contact6692@company6692.com,E0160
C06694,Customer_6694,Aswan,North,Retail,100000,166524,30,2022-10-10,Inactive,TAX5348224,Retail,4008692.0,contact6693@company6693.com,E0134
C06695,Customer_6695,Port Said,South,SME,250000,44236,90,2021-07-22,Active,TAX3563561,Retail,1075763.0,contact6694@company6694.com,E0033
C06696,Customer_6696,Aswan,Central,Enterprise,500000,1163,60,2023-12-23,Active,TAX5511244,Technology,5322971.0,contact6695@company6695.com,E0051
C06697,Customer_6697,Luxor,West,Retail,500000,135629,60,2022-08-02,Inactive,TAX5514513,Real Estate,2793829.0,contact6696@company6696.com,E0046
C06698,Customer_6698,Cairo,East,Retail,50000,101548,90,2024-04-23,Active,TAX2287521,Retail,92727.0,contact6697@company6697.com,E0093
C06699,Customer_6699,Luxor,Central,SME,1000000,194881,60,2024-12-20,Active,TAX8974889,Healthcare,4278557.0,contact6698@company6698.com,E0009
C06700,Customer_6700,Alexandria,South,Retail,500000,232165,30,2021-06-12,Suspended,TAX4488738,Food & Beverage,280920.0,contact6699@company6699.com,E0048
C06701,Customer_6701,Giza,West,SME,250000,128687,90,2024-02-20,Inactive,TAX8902410,Manufacturing,2627656.0,contact6700@company6700.com,E0143
C06702,Customer_6702,Cairo,Central,Enterprise,1000000,76309,45,2023-11-26,Inactive,TAX8321535,Healthcare,147271.0,contact6701@company6701.com,E0101
C06703,Customer_6703,Port Said,North,Enterprise,500000,117928,90,2021-09-22,Active,TAX7672940,Real Estate,6537901.0,contact6702@company6702.com,E0156
C06704,Customer_6704,Aswan,North,SME,250000,244126,90,2023-03-27,Active,,Food & Beverage,40732033.0,contact6703@company6703.com,E0047
C06705,Customer_6705,Asyut,North,SME,50000,72046,90,2024-04-03,Active,TAX9286520,Technology,493243.0,contact6704@company6704.com,E0020
C06706,Customer_6706,Cairo,East,SME,1000000,119756,45,2021-09-15,Active,TAX2157396,Food & Beverage,1857139.0,contact6705@company6705.com,E0187
C06707,Customer_6707,Giza,Central,Retail,500000,58809,60,2024-03-11,Suspended,TAX7458876,Technology,110435.0,contact6706@company6706.com,E0113
C06708,Customer_6708,Mansoura,East,Retail,50000,59063,60,2021-10-25,Active,TAX5508051,Retail,3196203.0,,E0146
C06709,Customer_6709,Giza,Central,Enterprise,250000,214542,60,2021-11-10,Inactive,TAX1451593,Retail,281318.0,contact6708@company6708.com,E0039
C06710,Customer_6710,Aswan,East,Government,100000,282598,30,2022-09-28,Active,TAX9372016,Real Estate,125198.0,,E0041
C06711,Customer_6711,Giza,East,SME,500000,244940,30,2021-10-01,Active,,Technology,11766358.0,contact6710@company6710.com,E0163
C06712,Customer_6712,Port Said,South,Retail,250000,46050,45,2021-12-24,Active,TAX3989753,Manufacturing,875049.0,contact6711@company6711.com,E0123
C06713,Customer_6713,Giza,West,Retail,500000,219190,60,2021-12-20,Active,TAX4154121,Manufacturing,233725.0,contact6712@company6712.com,E0088
C06714,Customer_6714,Tanta,North,SME,500000,26000,60,2024-10-24,Inactive,TAX5434936,Education,469781.0,contact6713@company6713.com,E0027
C06715,Customer_6715,Port Said,West,Retail,50000,3202,45,2021-01-16,Inactive,TAX1234567,Real Estate,1081916.0,contact6714@company6714.com,E0164
C06716,Customer_6716,Mansoura,West,Retail,100000,272996,90,2021-06-16,Active,TAX2285180,Manufacturing,3733418.0,contact6715@company6715.com,E0007
C06717,Customer_6717,Luxor,Central,Enterprise,1000000,229218,90,2024-12-20,Inactive,TAX9139932,Food & Beverage,3096458.0,contact6716@company6716.com,E0029
C06718,Customer_6718,Alexandria,West,Retail,100000,183674,90,2024-09-10,Active,TAX5645047,Manufacturing,397603.0,contact6717@company6717.com,E0165
C06719,Customer_6719,Tanta,North,Retail,100000,75598,90,2023-06-13,Active,TAX8127239,Technology,912909.0,contact6718@company6718.com,E0143
C06720,Customer_6720,Suez,West,SME,250000,150753,60,2022-07-20,Active,TAX4639640,Education,915755.0,contact6719@company6719.com,E0057
C06721,Customer_6721,Asyut,South,Enterprise,1000000,109924,90,2024-12-05,Active,TAX5988160,Real Estate,3514500.0,contact6720@company6720.com,E0118
C06722,Customer_6722,Giza,East,Retail,100000,186326,60,2021-12-19,Active,TAX6062234,Education,2093440.0,contact6721@company6721.com,E0125
C06723,Customer_6723,Asyut,South,Retail,100000,122227,90,2024-01-20,Active,TAX1180283,Education,1568912.0,contact6722@company6722.com,E0018
C06724,Customer_6724,Suez,West,Enterprise,100000,234758,45,2022-12-13,,TAX3599372,Real Estate,8823863.0,contact6723@company6723.com,E0043
C06725,Customer_6725,Suez,East,SME,500000,187493,60,2023-10-04,,TAX6910430,Real Estate,14916852.0,contact6724@company6724.com,E0144
C06726,Customer_6726,Suez,West,Government,250000,66326,45,2021-12-17,Active,TAX6708223,Technology,1007635.0,contact6725@company6725.com,E0107
C06727,Customer_6727,Cairo,West,Government,100000,215167,30,2021-07-31,Inactive,TAX3663567,Education,6247268.0,contact6726@company6726.com,E0144
C06728,Customer_6728,Aswan,East,Government,500000,190475,30,2024-07-31,Active,TAX5456297,Technology,1325518.0,contact6727@company6727.com,E0046
C06729,Customer_6729,Giza,West,Retail,500000,88658,60,2022-08-25,Active,TAX2285748,Manufacturing,10586672.0,contact6728@company6728.com,E0166
C06730,Customer_6730,Giza,South,Retail,50000,298056,45,2022-11-09,Active,TAX4902395,Retail,3104412.0,contact6729@company6729.com,E0140
C06731,Customer_6731,Mansoura,South,Government,500000,151239,90,2021-12-12,Active,TAX7174487,Food & Beverage,586614.0,contact6730@company6730.com,E0011
C06732,Customer_6732,Suez,East,Retail,250000,58399,45,2024-06-23,Active,TAX3096363,Real Estate,277150.0,contact6731@company6731.com,E0163
C06733,Customer_6733,Luxor,West,Retail,500000,210523,60,2021-01-26,Active,TAX2634690,Education,720332.0,contact6732@company6732.com,E0014
C06734,Customer_6734,Aswan,East,Retail,1000000,133153,90,2024-12-07,Suspended,TAX4547374,Food & Beverage,3927132.0,contact6733@company6733.com,E0015
C06735,Customer_6735,Tanta,North,Enterprise,100000,244824,90,2023-03-21,Active,TAX3964247,Retail,8016649.0,contact6734@company6734.com,E0077
C06736,Customer_6736,Asyut,East,SME,100000,92749,30,2024-03-02,Inactive,TAX4328380,Education,978138.0,contact6735@company6735.com,E0196
C06737,Customer_6737,Mansoura,West,SME,50000,31186,60,2021-10-14,Active,TAX5855331,Retail,3517107.0,contact6736@company6736.com,E0095
C06738,Customer_6738,Tanta,West,SME,1000000,204080,30,2021-12-13,Active,TAX8684164,Real Estate,2707725.0,contact6737@company6737.com,E0154
C06739,Customer_6739,Mansoura,West,SME,100000,207397,60,2022-01-18,Active,,Manufacturing,4035634.0,contact6738@company6738.com,E0136
C06740,Customer_6740,Port Said,East,Retail,1000000,293482,60,2024-11-13,Active,TAX2054971,Food & Beverage,15508924.0,contact6739@company6739.com,E0160
C06741,Customer_6741,Mansoura,South,Government,500000,112969,60,2023-03-10,Active,TAX4447986,Technology,579272.0,contact6740@company6740.com,E0159
C06742,Customer_6742,Tanta,West,Retail,250000,70216,60,2023-02-24,Active,TAX1813088,Retail,252845.0,contact6741@company6741.com,E0174
C06743,Customer_6743,Port Said,West,Government,500000,235849,30,2024-10-18,Active,TAX3436391,Education,254740.0,contact6742@company6742.com,E0067
C06744,Customer_6744,Mansoura,East,Government,100000,58990,90,2024-06-04,,TAX5834875,Retail,3053880.0,contact6743@company6743.com,E0084
C06745,Customer_6745,Mansoura,West,SME,100000,208396,90,2022-09-26,Active,TAX5539993,Manufacturing,365703.0,,E0003
C06746,Customer_6746,Luxor,North,Government,100000,68831,60,2022-09-30,Suspended,TAX4239880,Manufacturing,38867094.0,contact6745@company6745.com,E0151
C06747,Customer_6747,Port Said,West,Enterprise,100000,112334,90,2022-11-18,Active,TAX6625193,Education,561864.0,contact6746@company6746.com,E0093
C06748,Customer_6748,Asyut,East,Retail,1000000,140142,45,2024-02-08,Active,TAX1234567,Real Estate,354040.0,contact6747@company6747.com,E0102
C06749,Customer_6749,Tanta,West,Retail,1000000,249778,45,2021-09-07,,TAX7281962,Healthcare,2955520.0,contact6748@company6748.com,E0073
C06750,Customer_6750,Cairo,East,Retail,500000,296314,90,2024-02-06,Active,TAX4307583,Manufacturing,211644.0,contact6749@company6749.com,E0139
C06751,Customer_6751,Cairo,West,Government,250000,73164,45,2021-10-31,Active,TAX7560984,Manufacturing,21924550.0,contact6750@company6750.com,E0070
C06752,Customer_6752,Aswan,East,Retail,250000,183830,90,2024-06-11,Active,TAX7871458,Retail,276241.0,contact6751@company6751.com,E0194
C06753,Customer_6753,Tanta,East,SME,1000000,243295,60,2022-11-29,Inactive,TAX6128921,Manufacturing,171994.0,contact6752@company6752.com,E0011
C06754,Customer_6754,Giza,North,Government,50000,146949,30,2023-07-21,Active,TAX9063262,Technology,875312.0,contact6753@company6753.com,E0181
C06755,Customer_6755,Alexandria,South,Government,1000000,6754,30,2021-03-29,Active,,Healthcare,850855.0,contact6754@company6754.com,E0169
C06756,Customer_6756,Luxor,South,Government,1000000,9438,60,2023-04-30,Inactive,TAX9907047,Food & Beverage,1958032.0,contact6755@company6755.com,E0037
C06757,Customer_6757,Aswan,East,SME,250000,51208,90,2021-08-25,Active,TAX6775851,Food & Beverage,28344539.0,,E0074
C06758,Customer_6758,Mansoura,East,SME,1000000,279770,60,2023-12-26,Active,TAX7560111,Manufacturing,104858.0,contact6757@company6757.com,E0121
C06759,Customer_6759,Port Said,East,Retail,1000000,193021,60,2022-10-12,Active,TAX9593952,Healthcare,14615457.0,contact6758@company6758.com,E0108
C06760,Customer_6760,Asyut,West,SME,50000,164528,90,2022-07-16,Active,TAX3998934,Manufacturing,3702245.0,contact6759@company6759.com,E0195
C06761,Customer_6761,Mansoura,West,SME,1000000,82673,45,2024-04-21,Inactive,TAX1260200,Technology,39076.0,contact6760@company6760.com,E0191
C06762,Customer_6762,Mansoura,East,Enterprise,500000,134192,30,2024-02-04,Active,TAX6323751,Food & Beverage,828216.0,contact6761@company6761.com,E0016
C06763,Customer_6763,Suez,North,SME,1000000,247720,30,2023-04-27,Active,TAX3197456,Retail,1202702.0,contact6762@company6762.com,E0172
C06764,Customer_6764,Aswan,South,SME,500000,44693,30,2023-04-03,Active,TAX8324351,Healthcare,193181.0,contact6763@company6763.com,E0006
C06765,Customer_6765,Luxor,West,Retail,50000,218051,60,2022-04-10,Active,TAX8611734,Food & Beverage,1872285.0,contact6764@company6764.com,E0134
C06766,Customer_6766,Asyut,North,SME,250000,74223,90,2022-10-11,Active,TAX2389098,Technology,840973.0,contact6765@company6765.com,E0049
C06767,Customer_6767,Aswan,North,Retail,1000000,74414,45,2021-07-05,Active,TAX5244906,Retail,3909023.0,contact6766@company6766.com,E0096
C06768,Customer_6768,Luxor,West,SME,250000,55613,45,2024-06-30,Active,TAX8508795,Technology,767595.0,contact6767@company6767.com,E0013
C06769,Customer_6769,Aswan,North,SME,1000000,77540,45,2022-04-05,Inactive,TAX9426216,Retail,1716138.0,contact6768@company6768.com,E0069
C06770,Customer_6770,Luxor,East,SME,50000,259494,30,2024-11-26,Active,TAX6379749,Education,265469.0,,E0048
C06771,Customer_6771,Asyut,North,Enterprise,250000,34856,45,2023-12-21,Inactive,TAX5711054,Real Estate,1143935.0,contact6770@company6770.com,E0199
C06772,Customer_6772,Suez,South,Retail,500000,198785,90,2024-09-09,Inactive,TAX3981864,Manufacturing,19318.0,,E0114
C06773,Customer_6773,Aswan,West,Retail,1000000,27044,45,2022-08-17,Active,,Healthcare,8171498.0,contact6772@company6772.com,E0095
C06774,Customer_6774,Port Said,North,Retail,50000,6905,45,2022-03-14,Suspended,TAX8410588,Education,872732.0,contact6773@company6773.com,E0008
C06775,Customer_6775,Luxor,West,Government,250000,107222,45,2023-06-27,Suspended,TAX6224140,Technology,14123092.0,contact6774@company6774.com,E0105
C06776,Customer_6776,Mansoura,Central,Government,500000,148135,90,2023-04-26,Active,TAX1689173,Education,888200.0,contact6775@company6775.com,E0131
C06777,Customer_6777,Luxor,West,Retail,500000,284928,45,2021-08-12,Active,TAX2053546,Education,873802.0,contact6776@company6776.com,E0126
C06778,Customer_6778,Luxor,North,SME,50000,192378,90,2023-10-17,Active,TAX6545574,Manufacturing,117196.0,contact6777@company6777.com,E0153
C06779,Customer_6779,Suez,East,Retail,50000,225903,45,2023-12-22,Active,TAX6901575,Food & Beverage,7302571.0,contact6778@company6778.com,E0159
C06780,Customer_6780,Alexandria,East,SME,50000,41565,60,2021-10-15,Inactive,TAX9746077,Retail,1809631.0,contact6779@company6779.com,E0196
C06781,Customer_6781,Port Said,South,Retail,50000,173960,45,2022-12-25,,TAX5253209,Retail,3360174.0,contact6780@company6780.com,E0005
C06782,Customer_6782,Giza,South,Retail,50000,11048,90,2024-08-29,Active,TAX4451905,Retail,1893537.0,contact6781@company6781.com,E0019
C06783,Customer_6783,Aswan,South,SME,250000,188749,60,2023-08-13,Active,TAX7493728,Technology,730456.0,contact6782@company6782.com,E0090
C06784,Customer_6784,Luxor,East,Retail,250000,44350,60,2022-09-26,Active,TAX2425796,Manufacturing,2021983.0,contact6783@company6783.com,E0082
C06785,Customer_6785,Giza,Central,SME,250000,60684,60,2021-03-26,Inactive,TAX3810437,Healthcare,1269603.0,contact6784@company6784.com,E0122
C06786,Customer_6786,Mansoura,Central,Retail,100000,146315,45,2022-07-02,Active,TAX5206471,Technology,6840593.0,contact6785@company6785.com,E0197
C06787,Customer_6787,Asyut,North,Retail,100000,282422,60,2021-06-05,Active,TAX9797254,Manufacturing,549681.0,contact6786@company6786.com,E0027
C06788,Customer_6788,Tanta,Central,Government,50000,213795,45,2022-02-16,Active,TAX1568089,Real Estate,1146217.0,contact6787@company6787.com,E0007
C06789,Customer_6789,Giza,South,Enterprise,1000000,284992,90,2024-06-05,Active,,Manufacturing,2927236.0,,E0049
C06790,Customer_6790,Asyut,West,Enterprise,500000,135924,90,2024-10-23,Active,,Manufacturing,281879.0,contact6789@company6789.com,E0096
C06791,Customer_6791,Suez,East,Enterprise,250000,87778,30,2024-04-27,Active,TAX4151787,Technology,153639.0,contact6790@company6790.com,E0074
C06792,Customer_6792,Suez,North,Enterprise,1000000,100122,60,2021-04-17,Active,TAX3654123,Food & Beverage,2158140.0,contact6791@company6791.com,E0065
C06793,Customer_6793,Cairo,East,SME,500000,201821,30,2022-12-14,,TAX1638971,Food & Beverage,3848077.0,contact6792@company6792.com,E0150
C06794,Customer_6794,Giza,South,Retail,50000,66798,45,2024-07-26,Active,TAX5938386,Healthcare,443715.0,contact6793@company6793.com,E0028
C06795,Customer_6795,Alexandria,North,SME,500000,88872,30,2021-05-14,Active,TAX7632401,Food & Beverage,3681795.0,contact6794@company6794.com,E0073
C06796,Customer_6796,Alexandria,Central,SME,500000,233864,60,2023-06-11,Active,TAX8622212,Real Estate,75733.0,contact6795@company6795.com,E0092
C06797,Customer_6797,Mansoura,South,Government,500000,98969,30,2024-10-30,Inactive,TAX9284625,Food & Beverage,6855823.0,contact6796@company6796.com,E0092
C06798,Customer_6798,Mansoura,North,SME,250000,102895,45,2024-05-20,Active,TAX6075509,Healthcare,785752.0,contact6797@company6797.com,E0105
C06799,Customer_6799,Suez,South,Government,50000,205915,45,2022-07-27,Active,,Food & Beverage,138485.0,contact6798@company6798.com,E0092
C06800,Customer_6800,Giza,Central,Enterprise,100000,217276,30,2023-03-12,Active,TAX8668505,Technology,910414.0,contact6799@company6799.com,E0189
C06801,Customer_6801,Luxor,Central,Retail,500000,292296,90,2024-05-14,Active,TAX4238106,Manufacturing,412221.0,contact6800@company6800.com,E0132
C06802,Customer_6802,Cairo,South,SME,500000,273764,30,2024-12-15,,TAX4836339,Food & Beverage,197469.0,contact6801@company6801.com,E0025
C06803,Customer_6803,Port Said,West,Retail,1000000,51143,45,2022-12-21,Active,TAX7558388,Retail,942222.0,contact6802@company6802.com,E0046
C06804,Customer_6804,Giza,South,SME,500000,7041,30,2024-10-02,Active,TAX2113186,Technology,2722504.0,contact6803@company6803.com,E0124
C06805,Customer_6805,Alexandria,North,SME,100000,177380,90,2024-02-24,Active,TAX7895715,Education,10631012.0,contact6804@company6804.com,E0120
C06806,Customer_6806,Mansoura,North,Enterprise,1000000,264923,60,2022-07-13,Active,TAX8850626,Manufacturing,649222.0,contact6805@company6805.com,E0080
C06807,Customer_6807,Mansoura,South,Enterprise,100000,270516,45,2024-05-17,Suspended,TAX3482745,Technology,3744657.0,contact6806@company6806.com,E0148
C06808,Customer_6808,Alexandria,Central,SME,250000,262626,60,2024-07-29,Active,TAX3968956,Retail,52044.0,contact6807@company6807.com,E0055
C06809,Customer_6809,Mansoura,West,Enterprise,50000,298124,60,2024-07-15,Active,TAX4484841,Technology,178808.0,contact6808@company6808.com,E0008
C06810,Customer_6810,Asyut,West,Retail,500000,190755,60,2024-11-06,Active,TAX4486191,Real Estate,438549.0,,E0124
C06811,Customer_6811,Asyut,East,Government,1000000,43417,90,2023-02-15,Active,TAX1790986,Manufacturing,3351590.0,contact6810@company6810.com,E0026
C06812,Customer_6812,Cairo,West,Retail,1000000,88902,60,2024-01-21,Active,TAX4353712,Technology,1871703.0,contact6811@company6811.com,E0133
C06813,Customer_6813,Luxor,South,SME,500000,80114,60,2023-08-06,Active,TAX5000122,Healthcare,2715848.0,contact6812@company6812.com,E0131
C06814,Customer_6814,Aswan,Central,Enterprise,50000,258274,30,2023-12-24,Inactive,TAX4363203,Education,5411613.0,contact6813@company6813.com,E0101
C06815,Customer_6815,Tanta,East,SME,50000,193630,60,2022-05-17,,TAX2185781,Technology,1324513.0,contact6814@company6814.com,E0071
C06816,Customer_6816,Giza,South,SME,500000,186948,30,2021-05-13,Active,TAX1927426,Food & Beverage,16339569.0,,E0002
C06817,Customer_6817,Luxor,South,SME,50000,210948,30,2024-05-09,Active,TAX1154712,Retail,5773727.0,contact6816@company6816.com,E0114
C06818,Customer_6818,Tanta,North,Retail,100000,213589,45,2024-07-01,Active,TAX6039197,Healthcare,2312655.0,contact6817@company6817.com,E0172
C06819,Customer_6819,Luxor,North,Government,1000000,123682,60,2022-01-12,Suspended,TAX1494476,Manufacturing,13351159.0,contact6818@company6818.com,E0059
C06820,Customer_6820,Asyut,West,Retail,100000,21498,90,2021-12-02,Suspended,TAX3142982,Retail,132720.0,contact6819@company6819.com,E0148
C06821,Customer_6821,Suez,West,SME,250000,120036,60,2021-02-27,Active,TAX2321612,Healthcare,221275.0,contact6820@company6820.com,E0021
C06822,Customer_6822,Suez,Central,SME,50000,144126,30,2023-10-31,Active,TAX6005040,Retail,934409.0,contact6821@company6821.com,E0074
C06823,Customer_6823,Port Said,North,SME,1000000,13762,60,2023-02-05,Suspended,TAX9824556,Technology,1168703.0,,E0142
C06824,Customer_6824,Alexandria,South,Government,500000,168706,60,2023-02-27,Active,TAX3669084,Real Estate,222813.0,,E0114
C06825,Customer_6825,Tanta,North,Retail,500000,32176,45,2023-03-07,Active,TAX4018060,Education,3434620.0,,E0054
C06826,Customer_6826,Suez,North,Retail,50000,174409,45,2023-09-25,Active,TAX9394401,Healthcare,1673663.0,contact6825@company6825.com,E0115
C06827,Customer_6827,Cairo,North,Enterprise,500000,88417,60,2021-12-08,Active,TAX8619349,Education,305391.0,contact6826@company6826.com,E0090
C06828,Customer_6828,Asyut,South,Government,100000,151397,90,2023-03-26,Active,TAX1139164,Healthcare,859449.0,contact6827@company6827.com,E0181
C06829,Customer_6829,Alexandria,South,Government,100000,279437,30,2022-04-05,Inactive,TAX9053941,Retail,29168600.0,contact6828@company6828.com,E0185
C06830,Customer_6830,Cairo,Central,Retail,50000,228965,30,2024-02-14,Active,TAX9194340,Healthcare,128031.0,contact6829@company6829.com,E0096
C06831,Customer_6831,Tanta,West,SME,50000,135402,90,2023-05-04,Active,TAX1234567,Food & Beverage,2132910.0,contact6830@company6830.com,E0092
C06832,Customer_6832,Port Said,East,SME,250000,273924,90,2021-07-18,,TAX3186932,Retail,595827.0,contact6831@company6831.com,E0095
C06833,Customer_6833,Mansoura,Central,SME,500000,40371,60,2023-11-16,Active,TAX5606100,Retail,909019.0,contact6832@company6832.com,E0103
C06834,Customer_6834,Aswan,West,SME,250000,70966,45,2023-12-28,Active,TAX8103713,Education,2844848.0,contact6833@company6833.com,E0138
C06835,Customer_6835,Aswan,South,SME,500000,163479,90,2022-10-05,Active,TAX9443978,Retail,456096.0,contact6834@company6834.com,E0042
C06836,Customer_6836,Aswan,East,Retail,100000,212076,30,2023-05-28,Inactive,TAX4452269,Real Estate,834984.0,contact6835@company6835.com,E0046
C06837,Customer_6837,Tanta,West,Retail,500000,117391,45,2024-10-06,Active,,Technology,962295.0,contact6836@company6836.com,E0145
